Time,IDX0GBPEURCR,IDX0USDEURCR,ER01,ER02,HE00,H0A0,EU0009658152,FTPTT100,GDUEEGF,MSCI0GDLETCF,SPTR,NASDAQ100,IDX00GOLDBUL,IDX000WTIOIL,IDX00DJUBSCM
10/27/2000,0.006159,0.003643,0.000878,0.0016420000000000002,0.020822,-0.0017980000000000001,0.01563,0.014411000000000002,-0.003899,-0.008111,-0.012320000000000001,-0.081398,-0.027086000000000002,-0.029925999999999998,-0.030045
11/3/2000,-0.035656,-0.031224000000000002,0.001557,0.001366,0.002759,-0.006971,0.027387,0.00297,0.034834,0.017728999999999998,0.03443,0.046188,0.000775,-0.000916,0.014094999999999998
11/10/2000,-0.007745999999999999,0.00845,0.0017100000000000001,0.001794,-0.007462000000000001,-0.001295,-0.032632,0.002473,-0.011523,-0.011089,-0.042253,-0.12994,0.0055509999999999995,0.040049,0.020556
11/17/2000,0.012199,0.014244,0.001973,0.002484,-0.024278,-0.0039840000000000006,0.0054859999999999996,0.007037999999999999,-0.030507,-0.008353,0.0016359999999999999,0.015413999999999999,0.004943,0.042033999999999995,0.032162
11/24/2000,-0.004683,0.012017,0.000805,-0.00011499999999999999,-0.046784,-0.013283000000000001,-0.0041670000000000006,-0.017115000000000002,-0.042494,-0.119006,-0.018875,-0.035682,0.001469,0.015515000000000001,0.015286000000000001
12/1/2000,-0.018234999999999998,-0.047327,0.003464,0.0046689999999999995,-0.012275,-0.019413999999999997,-0.020411000000000002,-0.024731,-0.02812,0.031807999999999996,-0.019408,-0.09906000000000001,0.009631,-0.11055599999999999,-0.020704
12/8/2000,-0.003296,-0.009705,0.003452,0.0038689999999999996,-0.000126,0.005059,0.010426000000000001,0.019284,0.057876,0.026284,0.041819999999999996,0.13556300000000002,0.011812999999999999,-0.111805,0.02513
12/15/2000,0.007821999999999999,-0.008397,0.002395,0.004882,0.043702,0.016643,-0.035119,-0.017764,-0.020779,-0.01999,-0.041917,-0.119469,-0.008054,0.015119999999999998,-0.009106
12/22/2000,-0.028104,-0.028533999999999997,0.002635,0.002689,0.019369,0.00143,-0.013169,-0.012537000000000001,-0.029202999999999996,-0.072988,-0.0046159999999999994,-0.044409,0.009567,-0.097333,-0.0045899999999999995
12/29/2000,-0.009548000000000001,-0.020413999999999998,0.0018170000000000003,0.002471,-0.001389,0.000753,0.025025,0.021818,0.009228,0.024788,0.01121,-0.038814,-0.00692,0.028395999999999998,0.027538999999999998
1/5/2001,-0.007605,-0.0147,0.005111999999999999,0.008463,0.016078,0.014922999999999999,-0.007859999999999999,-0.0038759999999999997,0.045856,0.018981,-0.016457,-0.031537,-0.016825,0.042910000000000004,-0.006812
1/12/2001,-0.01065,0.006156,-0.002568,-0.004729,0.055354999999999994,0.023694999999999997,0.0008789999999999999,-0.005253,0.013498,0.037811000000000004,0.015719,0.10503299999999999,-0.0074069999999999995,0.075134,0.010479
1/19/2001,0.007640999999999999,0.018478,0.0019440000000000002,0.002698,0.023852,0.011675,-0.003781,0.0071010000000000005,0.049072000000000005,0.070368,0.018441,0.059708000000000004,0.001094,0.071215,0.001738
1/26/2001,0.005686999999999999,0.010753,-0.0008820000000000001,-0.000715,-0.005732,0.006185,0.008508,0.013893,0.000891,0.009235,0.009315,-0.009,-0.00784,-0.075179,-0.010011
2/2/2001,-0.0022440000000000003,-0.012692,0.002707,0.004847,0.005801,0.008708,-0.019854,-0.005854,0.016044,0.004525,-0.0037670000000000004,-0.060642999999999996,0.015479,0.047699,0.010717
2/9/2001,-0.004582999999999999,0.013325,0.000637,0.00084,0.009038,0.008012,-0.017455000000000002,-0.014725,-0.022675999999999998,-0.018514,-0.025393000000000002,-0.085111,-0.027106,-0.00513,-0.019014
2/16/2001,0.012837000000000001,0.010173999999999999,-4.2e-05,-0.001167,-0.010248,0.00207,-0.013921000000000001,-0.012243,0.0031260000000000003,-0.030623,-0.009685,-0.021779,-0.008391,-0.060264,-0.015461
2/23/2001,0.001952,-0.002736,0.00036,0.00010400000000000001,-0.019313999999999998,-0.003704,-0.062363,-0.022187000000000002,-0.0567,-0.03553,-0.042658999999999996,-0.070712,0.008859,-0.01166,-0.007981
3/2/2001,-0.010459,-0.019397,0.002755,0.004504,0.002669,0.004262,0.014997,-0.012838999999999998,-0.011687000000000001,-0.12825699999999998,-0.009061,-0.084978,0.0038009999999999997,-0.033657,0.0059700000000000005
3/9/2001,0.004538,0.0032700000000000003,0.001503,0.002055,-0.002187,0.006506999999999999,0.007878,0.011023,0.007898,0.024624,-0.00021899999999999998,-0.036315,0.035579,0.007181,-0.00093
3/16/2001,0.012263,0.039025,0.002994,0.004220000000000001,-0.032806,-0.013202,-0.052476,-0.057714,-0.055992999999999994,-0.005055,-0.066964,-0.09129,-0.044254,-0.045989,-0.035932
3/23/2001,0.004247,0.008912,0.00286,0.003467,-0.049872,-0.015633,-0.024880000000000003,-0.028267,-0.026758999999999998,-0.09492300000000001,-0.009208,0.034907,0.012268000000000001,0.007848,0.005995
3/30/2001,0.008892,0.015113,0.0005059999999999999,-0.000584,0.017519999999999997,0.004044,0.045778,0.043599,-0.011975,0.029182,0.018129,-0.077284,-0.016681,-0.024842,-0.021377
4/6/2001,-0.013887,-0.03038,0.001425,0.001381,-0.039202,-0.021697,-0.009355,-0.005424,-0.024657,-0.0471,-0.02706,-0.079511,0.00656,0.029278,0.018253
4/13/2001,0.012765,0.013009999999999999,-0.0034340000000000004,-0.00528,-0.0035409999999999994,0.0010539999999999998,0.047296,0.029582,0.026307999999999998,0.087907,0.048942,0.183771,0.0,0.043591000000000005,0.017715
4/20/2001,-0.009321,-0.010661,4.2e-05,-0.000721,0.012628,0.0017280000000000002,0.010806999999999999,0.020807,0.020437,0.034785,0.050329,0.127913,0.017248,-0.034336,-0.0086
4/27/2001,0.008611,0.01157,0.000465,0.000396,-0.005582999999999999,0.004979,0.021025,0.012562,0.014856,0.026594,0.008239,-0.063665,-0.004142,0.036289999999999996,0.000551
5/4/2001,0.001115,-0.000898,0.000556,0.002164,0.017504,0.014002,-0.011699,-0.013134999999999999,0.018521,0.03302,0.011118000000000001,0.06260299999999999,0.008318,0.003184,0.006456999999999999
5/11/2001,0.005377000000000001,0.019528,0.004039,0.004136,0.008327,0.0008039999999999999,0.015343,0.0045520000000000005,-0.006690000000000001,-0.001674,-0.016074,-0.053337,0.010892,0.0067,-0.009029
5/18/2001,0.00755,-0.007023000000000001,-0.000207,-7.099999999999999e-05,-0.021453,0.000519,0.016661000000000002,0.003919,0.020692,0.002859,0.037616000000000004,0.058472,0.072362,0.047636000000000005,0.025924000000000003
5/25/2001,0.011612,0.023469999999999998,0.001016,-0.000583,0.015804,0.003125,-0.009628,-0.004211,0.00656,0.049335000000000004,-0.010823000000000001,0.017145,-0.033948,-0.07054500000000001,-0.030606
6/1/2001,0.013261000000000002,0.015941,0.002798,0.003783,-0.015757,-0.001057,-0.017121,-0.013131,-0.017693,-0.049225,-0.013096,-0.061154999999999994,-0.039756,0.004676,-0.011698
6/8/2001,-0.031493,-0.003636,0.001704,0.002583,-0.003871,0.000256,0.008681999999999999,0.024977000000000003,0.01626,0.08126,0.003592,0.03009,0.02429,0.014322,8.6e-05
6/15/2001,0.005661,-0.012325,0.001126,0.0019420000000000001,-0.039865,-0.010204000000000001,-0.047625,-0.038005000000000004,-0.021795,-0.049891000000000005,-0.039744999999999996,-0.102673,-0.008009,0.006354,-0.007227
6/22/2001,0.011346,0.0038200000000000005,0.002503,0.0032670000000000004,-0.060187,-0.014162000000000001,-0.009029,-0.009904999999999999,-0.012634999999999999,0.023808000000000003,0.009143,0.015244999999999998,0.003658,-0.065942,-0.027686000000000002
6/29/2001,0.011793999999999999,0.009993,-0.0006389999999999999,-0.001893,0.002728,-0.001983,0.011668000000000001,-0.003979,0.001191,-0.021914,-0.000624,0.059463,-0.007353,-0.013894,-0.009124
7/6/2001,-0.000672,0.001521,0.000508,0.000421,0.00778,0.005821,-0.039287,-0.028839999999999998,-0.034502,-0.012147,-0.027077999999999998,-0.088297,-0.017284,0.074638,0.016703
7/13/2001,-0.013853,-0.008452,0.001777,0.0018329999999999998,-0.033879,-0.0032359999999999997,-0.007528,0.010579,-0.029985,-0.048772,0.021228,0.049455,0.013078,-0.05776,0.0036200000000000004
7/20/2001,-0.0019089999999999999,-0.018976,0.0019210000000000002,0.00373,-0.047411,-0.000874,-0.023922,-0.026688,-0.013432,-0.070623,-0.003896,-0.04263,0.010366,-0.037607999999999996,-0.019466
7/27/2001,-0.009886,-0.007331999999999999,0.002358,0.0038950000000000005,0.043116,0.010522,0.009877,0.003012,0.008081999999999999,-0.000975,-0.004059,0.004007999999999999,-0.009882,0.05588099999999999,0.015386000000000002
