sasdate,RPI,W875RX1,DPCERA3M086SBEA,RETAILx,INDPRO,IPFPNSS,IPFINAL,IPCONGD,IPDCONGD,IPNCONGD,IPBUSEQ,IPMAT,IPDMAT,IPNMAT,IPMANSICS,IPB51222S,IPFUELS,NAPMPI,CUMFNS,CLF16OV,CE16OV,UNRATE,UEMPMEAN,UEMPLT5,UEMP5TO14,UEMP15OV,UEMP15T26,UEMP27OV,CLAIMSx,PAYEMS,USGOOD,CES1021000001,USCONS,MANEMP,DMANEMP,NDMANEMP,SRVPRD,USTPU,USWTRADE,USTRADE,USFIRE,USGOVT,CES0600000007,AWOTMAN,AWHMAN,NAPMEI,HOUST,HOUSTNE,HOUSTMW,HOUSTS,HOUSTW,NAPM,NAPMNOI,NAPMSDI,NAPMII,AMDMNOx,AMDMUOx,M1SL,M2SL,M2REAL,AMBSL,TOTRESNS,NONBORRES,BUSLOANS,REALLN,S&P 500,S&P: indust,S&P div yield,FEDFUNDS,CP3Mx,TB3MS,TB6MS,GS1,GS5,GS10,AAA,BAA,COMPAPFFx,TB3SMFFM,TB6SMFFM,T1YFFM,T5YFFM,T10YFFM,AAAFFM,BAAFFM,EXSZUSx,EXJPUSx,EXUSUKx,EXCAUSx,PPIFGS,PPIFCG,PPIITM,PPICRM,OILPRICEx,PPICMM,NAPMPRI,CPIAUCSL,CPIAPPSL,CPITRNSL,CPIMEDSL,CUSR0000SAC,CUUR0000SAD,CUSR0000SAS,CPIULFSL,CUUR0000SA0L2,CUSR0000SA0L5,PCEPI,DDURRG3M086SBEA,DNDGRG3M086SBEA,DSERRG3M086SBEA,CES0600000008,CES2000000008,CES3000000008,MZMSL,INVEST
1/1/1959,7.736219756489712,7.674059980159809,2.900926966280079,9.811067412889741,3.0878054015730387,3.0703711761677606,3.0416946337279764,3.3493074180748663,2.869687075036661,3.5292387315430394,2.1524596344164078,3.0856461010227902,2.5481630994230153,3.2817229163447936,2.9777261316112473,2.946500011673766,3.678051037856594,4.258445572902527,4.38448984847035,11.126321364502983,11.064573732459593,1.791759469228055,2.791165107812717,7.3613754289773485,7.063903961472068,7.241366283322318,6.386879319362645,6.687108607866515,12.90669184092882,10.86818742361797,9.841399360222706,6.569481420414296,8.0040315078527,9.615672137861335,9.07566546864958,8.741615924228828,10.424778226149883,9.28637505825218,7.858717932387569,8.58466490653125,7.790696031174738,9.000236434169777,3.6838669122903918,0.9162907318741551,3.6938669956249757,4.107589788972121,7.4127640174265625,5.857933154483459,6.113682179832232,6.22455842927536,5.857933154483459,4.165113633110308,4.23410650459726,4.123903364463645,3.817712325956905,9.596723434386877,10.660087029505108,4.933754249760298,5.6580875153940715,6.8955814780504285,3.6572855825227575,2.9385797420496824,18338,3.5614153326046964,3.2158392190439384,4.018542848805819,4.08260930600368,1.1500473086287835,0.9082585601768908,1.1939224684724346,1.0367368849500223,1.128171090909654,1.2119409739751128,1.3887912413184778,1.3912819026309295,1.415853163361435,1.5830939370944985,0.82,0.34,0.61,0.88,1.53,1.54,1.64,2.39,1.461448214720315,5.885664212521767,1.031938155400117,-0.033453376259219576,3.4995332823830174,3.5085558999826545,3.4210000089583352,3.4531571205928664,1.0986122886681098,3.481240089335692,4.079230924412053,3.367640598133313,3.8022081394209395,3.3775875160230218,3.0492730404820207,3.505557396986398,3.6428355156125294,3.131136910560194,3.3638415951183864,3.4242626545931514,3.3877743613300146,2.8404809882827,3.997796950447872,2.9894123448091716,2.495929013069736,0.7561219797213337,0.8960880245566357,0.712949807856125,5.6164073951712,4.43324598882792
2/1/1959,7.740490473749136,7.678048668718736,2.911263116927541,9.8183772622446,3.1072020893759946,3.083779780242471,3.0503198857132268,3.3566148529660467,2.87492529538858,3.5387510905820445,2.165756843131756,3.1168209506635285,2.59319288136203,3.299076058595395,2.9959422515070777,2.9437756012852443,3.664338267558064,4.252771798816619,4.399900933350684,11.122087851523679,11.061688632615896,1.7749523509116738,2.740840023925201,7.348587530927593,7.059617628291383,7.152268856032539,6.300785794663244,6.595780513961311,12.66349749256905,10.872124024782218,9.846387960495555,6.557062406720952,7.9996785794994505,9.623442907213558,9.086929027060949,8.744488113852924,10.42812732013549,9.290075339995036,7.861149098807794,8.590406477743644,7.791522819150732,9.001592700945706,3.681351187693145,0.9555114450274363,3.696351468952637,4.135166556742356,7.418780882750794,5.846438775057725,6.150602768446279,6.230481447578482,5.840641657373398,4.203198967134183,4.255612709818223,4.209160236650682,4.0163830207523885,9.64213893956999,10.684580395609197,4.937347498326424,5.661918270557503,6.899823908655857,3.6608657076587376,2.9215473753646144,18065,3.561616942359884,3.2279148495188705,4.00314259879563,4.066116540765546,1.1692316539410526,0.8878912573524571,1.1817271953786161,0.9932517730102834,1.1410330045520618,1.264126727145683,1.3762440252663892,1.3762440252663892,1.4206957878372228,1.5871923034867805,0.83,0.27,0.7,1.11,1.53,1.53,1.71,2.46,1.4617032723995134,5.885664212521767,1.03293534199224,-0.025522957231085892,3.502549875922443,3.5085558999826545,3.4242626545931514,3.4468078929142076,1.0986122886681098,3.481240089335692,4.198704577546343,3.367295829986474,3.7999735016195233,3.380994674344636,3.054001181677967,3.505557396986398,3.6402142821326553,3.1354942159291497,3.3638415951183864,3.4210000089583352,3.3877743613300146,2.841298220246927,3.9983841710761894,2.9898147997899533,2.4972468618726054,0.7561219797213337,0.9001613499442714,0.7178397931503168,5.62040086571715,4.425181904987809
3/1/1959,7.746905753661926,7.685335515516911,2.9207392945125608,9.826698461855672,3.121505524471924,3.08981442691513,3.0552127116300265,3.3566148529660467,2.8943139771287885,3.5340076810280814,2.1765001920182776,3.1424655120533873,2.631838479156323,3.313989621754299,3.0114678179400496,2.9505727605869216,3.6893393483463703,4.26549281841793,4.4125182541333166,11.128262484491326,11.070801559199014,1.7227665977411035,2.72785282839839,7.285506548522785,6.996681488176539,7.098375638590786,6.272877006546167,6.522092798170152,12.449018824140563,10.878349033768062,9.855819258834627,6.556920391525088,8.0106915391303,9.632924771891735,9.101083386039234,8.747352077624353,10.4325557638394,9.29550838434606,7.8647271954632965,8.599970617873806,7.795646536334594,9.003562174748238,3.6888794541139363,1.0296194171811581,3.6988297849671046,4.131961425793407,7.3901814282264295,5.799092654460526,6.023447592961033,6.220590170099739,5.924255797414532,4.206184043977636,4.251348311031766,4.194189897191817,4.067315889834181,9.66430502933094,10.709553659240042,4.939497266262916,5.66711849028461,6.90605383234238,3.6608914175737675,2.9140340295694855,17832,3.5590668524924456,3.235607073639894,4.028204759717555,4.090838422892813,1.1479449729484767,1.0296194171811581,1.208960345836975,1.0296194171811581,1.1410330045520618,1.2837077723447896,1.3837912309017721,1.3837912309017721,1.4182774069729414,1.5789787049493917,0.55,0.0,0.33,0.81,1.19,1.19,1.33,2.05,1.4639033404468735,5.885664212521767,1.0341448761133745,-0.030665414310885153,3.502549875922443,3.505557396986398,3.4242626545931514,3.449987545831587,1.0885619528146082,3.493472657771326,4.232656178019613,3.366260811781259,3.7999735016195233,3.3877743613300146,3.0587070727153796,3.502549875922443,3.6428355156125294,3.1354942159291497,3.3638415951183864,3.4210000089583352,3.3877743613300146,2.84193986287401,3.999630871149662,2.989110397245104,2.498891734354663,0.7654678421395714,0.8960880245566357,0.7275486072772777,5.625460507880731,4.40232546237169
4/1/1959,7.752979562422432,7.691976406441453,2.9171218729720794,9.827314173512736,3.1425820810396927,3.1041516062574086,3.069758456648793,3.3722662157490504,2.900696056218522,3.5505164078272324,2.2022895066764026,3.169710790443694,2.661496534107466,3.344489454573106,3.0325703427719364,2.9546289894755375,3.6848388016619222,4.278054044290903,4.430723937388965,11.132235892843465,11.078566933207084,1.6486586255873816,2.7013612129514133,7.309212365692763,6.839476438228843,6.946013991099227,6.0112671744041615,6.447305862541213,12.417143615610113,10.884066774292645,9.866252865925903,6.558481450523715,8.034306936339489,9.641148287756142,9.113499020526627,8.74957394808293,10.435614679722034,9.298351249298896,7.86886640112776,8.592986884800359,7.79934339821592,9.004791129062925,3.6913763343125234,1.0647107369924282,3.7013019741124933,4.152613470346076,7.371489295214277,5.616771097666572,5.968707559985366,6.284134161070802,5.961005339623274,4.203198967134183,4.203198967134183,4.1713056033582285,4.14946386144318,9.67529513022089,10.725967382447037,4.939497266262916,5.670225691127358,6.90875477931522,3.6637923887372925,2.927346360687526,17986,3.5711679783970793,3.2475060407670595,4.044804116661965,4.109561528026961,1.1351068951360739,1.085189268335969,1.2296405510745139,1.0818051703517284,1.184789984909162,1.3137236682850553,1.415853163361435,1.415853163361435,1.4422019930581866,1.5810384379124025,0.46,-0.01,0.31,0.76,1.16,1.16,1.27,1.9,1.463857073067681,5.885664212521767,1.0354949793526316,-0.03707900824142074,3.502549875922443,3.5085558999826545,3.4242626545931514,3.456316680883235,1.0885619528146082,3.487375077903208,4.152613470346076,3.3666059368925363,3.8022081394209395,3.391147045808654,3.0587070727153796,3.502549875922443,3.6428355156125294,3.139832617527748,3.367295829986474,3.4242626545931514,3.3877743613300146,2.8439205229646083,4.000638095781793,2.989714201228428,2.5023371848508846,0.7701082216960737,0.9042181506398859,0.7323678937132266,5.627980761239919,4.404398263180403
5/1/1959,7.758974014112577,7.698800197818542,2.9290581402859983,9.835117568978491,3.157532194627149,3.112421377752146,3.0793424563680434,3.377034462092996,2.9208524651497516,3.5505164078272324,2.234188472285693,3.19513625798546,2.6955389271651384,3.3534311930507616,3.0463921173540744,2.9693677641226626,3.6654879946565657,4.302712827954156,4.441661354934694,11.129877211146065,11.077501024419007,1.62924053973028,2.6878474937846906,7.2991214627108,6.912742820493176,6.872128101338986,5.966146739123692,6.354370040797351,12.250089530946948,10.888352401565209,9.87189368094495,6.565264970035361,8.034955024502159,9.647756241316175,9.122601457668177,8.752581469146884,10.439132610118632,9.302463660851988,7.873483584458623,8.604251233983678,7.802618063442671,9.006141236662911,3.696351468952637,1.0647107369924282,3.7062280924485496,4.1713056033582285,7.311886164077165,5.560681631015528,5.872117789475416,6.18826412308259,5.981414211254481,4.222444564849416,4.247065649239764,4.143134726391533,4.155753190350744,9.632257618402784,10.722924709243847,4.946629964120343,5.677438499316599,6.913936138057219,3.66584109748736,2.9205775999532304,17811,3.591994034270226,3.2588155102682137,4.059753117452481,4.128584945376802,1.1238994714584531,1.0647107369924282,1.269760544863939,1.0438040521731147,1.2029723039923526,1.3762440252663892,1.4701758451005926,1.4609379041156563,1.4747630091074988,1.601405740736836,0.66,-0.06,0.43,1.06,1.45,1.41,1.47,2.06,1.4639033404468735,5.885664212521767,1.0347846259219442,-0.03770186718401153,3.505557396986398,3.505557396986398,3.4307561839036995,3.449987545831587,1.0885619528146082,3.493472657771326,4.175924549214524,3.3686741899565953,3.8044377947482086,3.391147045808654,3.0633909220278057,3.505557396986398,3.6454498961866,3.1441522786722644,3.370738174177447,3.4242626545931514,3.3877743613300146,2.8443859910593563,4.002302370057867,2.988606948611402,2.503891949699081,0.7747271675523681,0.9082585601768908,0.7323678937132266,5.635146682266063,4.391128833687673
6/1/1959,7.762298258564883,7.702013960910494,2.9327392242260695,9.844181910108814,3.158675612977131,3.1194532005437496,3.086468371815468,3.3722696469222884,2.9283042484845545,3.5434749976550246,2.257462196172085,3.1885650599735933,2.6881875720059583,3.350430264608502,3.047536937170008,2.9746720558223423,3.6654879946565657,4.194189897191817,4.439925191207305,11.131342885325312,11.079816769425236,1.6094379124341003,2.7013612129514133,7.3277805384216315,6.870053411798126,6.870053411798126,6.028278520230698,6.306275286948016,12.30591798049989,10.89077714255997,9.876219125381935,6.5722825426940075,8.039157390473237,9.652073119254888,9.127936545721367,8.755422380148488,10.440477875572727,9.304103901788347,7.8759551155937215,8.606357249723942,7.805474625270857,9.004913941467132,3.6938669956249757,1.0647107369924282,3.703768066607687,4.130354999745133,7.315218389752975,5.537334267018537,5.8377304471659395,6.249975242259483,5.961005339623274,4.165113633110308,4.162003210695915,4.154184562578117,4.183575695950044,9.67795023407106,10.730545388728789,4.950177325059141,5.68391984555995,6.918002595433687,3.6651501274146994,2.915281149156364,17525,3.614705325925798,3.2683057843249723,4.051089053551143,4.123093975508087,1.1362967522016787,1.220829921392359,1.3428648031925547,1.1662709371419244,1.2584609896100056,1.4036429994545037,1.5040773967762742,1.4678743481123135,1.4951487660319727,1.6174060820832772,0.44,-0.18,0.13,0.68,1.11,0.95,1.07,1.65,1.461285871410242,5.885664212521767,1.0340737675305385,-0.04186420409869875,3.502549875922443,3.5085558999826545,3.4307561839036995,3.4436180975461075,1.0885619528146082,3.4965075614664802,4.241326752570746,3.371081757757532,3.8066624897703196,3.3945083935113587,3.068052935133617,3.505557396986398,3.6454498961866,3.1441522786722644,3.374168709274236,3.427514689979529,3.391147045808654,2.847232265235547,4.0042922024914835,2.9908704741370835,2.5074832039669053,0.7793248768009977,0.9162907318741551,0.7371640659767196,5.641552398120067,4.365607576645586
7/1/1959,7.76153210546705,7.701064486441063,2.9293787730039695,9.843851731632402,3.134437135677505,3.1206233206697522,3.0947175102384126,3.3853254191715703,2.947911888996266,3.5516870825621703,2.2596462762523535,3.1273919155457177,2.5827137097909123,3.3551604239391755,3.0290800052330185,2.987810982805981,3.642230620658575,4.1713056033582285,4.418597204682487,11.135158205301739,11.082311765329093,1.62924053973028,2.6602595372658615,7.372118028337787,6.953684210870537,6.790097235513905,5.976350909297934,6.20455776256869,12.495003937382387,10.893084506677013,9.879655819282782,6.586585362369367,8.034955024502159,9.656499466411903,9.134107065976593,8.757311846936409,10.442142328220795,9.305013985578864,7.87811744264402,8.607033895416027,7.807916628926408,9.00859131751613,3.6838669122903918,1.0296194171811581,3.696351468952637,4.07753744390572,7.344072850573066,5.602118820879701,5.916202062607435,6.278521424165844,5.918893854273146,4.119037174812473,4.115779842942166,4.079230924412053,4.127134385045092,9.598575109497496,10.722546351240274,4.953712146696635,5.687653092726317,6.9203753103382395,3.6670683110998215,2.9276140194777005,17721,3.6287180062658764,3.2760006825895935,4.090001812787964,4.162470391269701,1.1011033247930948,1.244154593958768,1.3812818192963463,1.1631508098056809,1.3402504226184837,1.47932922708708,1.5216989981260935,1.4816045409242156,1.4973884086254774,1.6253112615903906,0.51,-0.27,0.35,0.92,1.11,0.93,1.0,1.61,1.460845092384187,5.885664212521767,1.0337892826241002,-0.04363845702982949,3.4995332823830174,3.505557396986398,3.427514689979529,3.4339872044851463,1.0885619528146082,3.487375077903208,4.157319361383489,3.3724549127965013,3.8088822465086327,3.3978584803966405,3.068052935133617,3.505557396986398,3.648057459593681,3.1484533605716547,3.374168709274236,3.4339872044851463,3.3945083935113587,2.8492603696537335,4.004784485509457,2.9918748432266864,2.510980421959347,0.7793248768009977,0.9202827531436925,0.7371640659767196,5.6458001921178536,4.369427599097366
8/1/1959,7.756109723844465,7.6953941226347995,2.935345123538896,9.85021593782589,3.099970659860103,3.113595306010545,3.092368846037765,3.3865032835825826,2.919601487660573,3.5633020587025612,2.250860126502129,3.048419595832997,2.4541896771259397,3.35146777635605,2.988697588072865,2.9943162714961047,3.6585671430559144,4.050044303325521,4.375349391420556,11.13359583046669,11.079739664261464,1.6486586255873816,2.617395832834079,7.382124365737512,7.014814351275545,6.790097235513905,6.008813185442595,6.1779441140506,12.392552212472792,10.88432930546973,9.854769885738698,6.502790045915623,8.034306936339489,9.629182277125986,9.085457189829492,8.760296220470051,10.442463219718466,9.307376334487778,7.8928255262511176,8.610228057383427,7.80954132465341,9.009569671513699,3.6888794541139363,1.0647107369924282,3.6988297849671046,3.9815490680767565,7.265429723253953,5.438079308923196,5.857933154483459,6.161207321695077,5.929589143389895,4.009149716158869,3.996364153861897,4.050044303325521,3.929862923556477,9.550151680543848,10.722251973740939,4.955122584165997,5.6917098934219315,6.923431758367145,3.6694417602214613,2.92267759264808,17601,3.6399255265360093,3.282222385903495,4.084294226368599,4.15481230898919,1.1105109154091735,1.252762968495368,1.3787660946990992,1.2178757094949273,1.3532545070416904,1.4861396960896067,1.5195132049061133,1.4883995840570443,1.4883995840570443,1.6272778305624314,0.47,-0.12,0.37,0.92,1.07,0.93,0.93,1.59,1.4619582650408802,5.885664212521767,1.0330065315701158,-0.04646287441034086,3.4965075614664802,3.4995332823830174,3.427514689979529,3.4242626545931514,1.0885619528146082,3.4781584227982836,4.053522567701846,3.3734835430946397,3.8110970868381857,3.3978584803966405,3.0726933146901194,3.505557396986398,3.6454498961866,3.152736022363656,3.3775875160230218,3.4307561839036995,3.3945083935113587,2.8507065015037334,4.000125453649692,2.9938304662643946,2.5138989485546768,0.7747271675523681,0.9282193027394288,0.7275486072772777,5.649678215663,4.3477521686467
9/1/1959,7.756494956594013,7.695030122266781,2.945333315970139,9.837058940167635,3.098762576373454,3.108886836559729,3.088830918808423,3.3829621253980005,2.889182161718233,3.5690593450316275,2.243111058997504,3.0471570592961745,2.450185797059611,3.352784146446079,2.9862726722733677,3.0148582013524674,3.6515980592667043,3.929862923556477,4.370066648315146,11.135245742870001,11.078597812176962,1.7047480922384253,2.617395832834079,7.379008127628304,7.150701457592526,6.796823718274855,6.1070228877422545,6.100318952020064,12.269047444691562,10.886108948699558,9.854927361920751,6.480811139196849,8.02322468471667,9.632597042724184,9.090768236835338,8.761080103868347,10.445143015094558,9.306286713023391,7.885968613460495,8.609407675404048,7.8119734296220225,9.01663425631559,3.6888794541139363,1.0296194171811581,3.6988297849671046,3.871201010907891,7.3395376954076745,5.488937726156687,5.8916442118257715,6.327936783729195,5.929589143389895,3.877431560658527,3.7773481021015445,4.051784947803305,3.744787086052232,9.577038394319935,10.737259404300627,4.948759890378168,5.692721527296776,6.922052583682961,3.667528128202901,2.924343677466338,17696,3.644418032405544,3.2878345624392633,4.0439280763080845,4.114310574862978,1.1545689548651996,1.324418957401803,1.5325568680981427,1.3962446919730587,1.547562508716013,1.6094379124341003,1.589235205116581,1.5432981099295553,1.5085119938441398,1.6448050562713916,0.87,0.28,0.94,1.24,1.14,0.92,0.76,1.42,1.4644352615038307,5.886383992257471,1.0309399734342386,-0.049505419903839346,3.5085558999826545,3.5145260669691587,3.427514689979529,3.4307561839036995,1.0885619528146082,3.493472657771326,4.120661870539474,3.3758795736778655,3.8133070324889884,3.4011973816621555,3.077312260546414,3.5115454388310208,3.6454498961866,3.1570004211501135,3.3775875160230218,3.4339872044851463,3.3978584803966405,2.853304280421713,4.001827145688192,2.996382062395488,2.5168089821336017,0.7747271675523681,0.9321640810304452,0.7323678937132266,5.650030018656954,4.342409643012643
10/1/1959,7.75824803026586,7.696757945185603,2.9384738547137093,9.844346957943868,3.09146963483059,3.106522024206702,3.0841002299735174,3.3782255376998704,2.9120843248018145,3.556350416106992,2.2353121701185463,3.0369749795627556,2.4340080143544642,3.3339494155134757,2.9777261316112473,3.0173959131900174,3.6457527223927793,3.919991175077323,4.3586774005964015,11.139264209905594,11.080772379855539,1.7404661748405046,2.5572273113676265,7.4673710669175595,7.163946684342547,6.78332520060396,6.077642243349034,6.102558594613569,12.513557345278134,10.884797939784212,9.84823907830565,6.485550846869675,8.011686729127847,9.626283724371975,9.082847851460906,8.756997183623554,10.446799727336417,9.306559229716726,7.8876215684933015,8.611193422703428,7.814803429489359,9.019785010255125,3.6788291182604347,1.0296194171811581,3.6913763343125234,3.856510295497887,7.2115567333138015,5.537334267018537,5.720311776607412,6.093569770045136,5.8664680569332965,3.906004933102583,3.912023005428146,4.069026754237811,3.66612246699132,9.59576432434252,10.750206101011727,4.945207488773801,5.69204721843778,6.917903610033952,3.666327049643425,2.923537854005504,17700,3.648351687137845,3.2948549025545106,4.04305126783455,4.111529386976201,1.1591240730598182,1.3812818192963463,1.5539252025038417,1.3987168811184478,1.5107219394949427,1.5686159179138452,1.5518087995974639,1.5107219394949427,1.5195132049061133,1.6639260977181702,0.75,0.07,0.55,0.82,0.74,0.55,0.59,1.3,1.4675978121839255,5.88674410433757,1.0318668897216374,-0.053611769448649156,3.4995332823830174,3.502549875922443,3.427514689979529,3.4242626545931514,1.0885619528146082,3.502549875922443,4.144720769547168,3.3792925462741055,3.8133070324889884,3.40452517175483,3.077312260546414,3.5115454388310208,3.653252276470785,3.1612467120315646,3.380994674344636,3.4372078191851885,3.3978584803966405,2.8557228005456525,4.001113885418554,2.9988274784612936,2.5201129055226197,0.7747271675523681,0.9400072584914712,0.7275486072772777,5.649678215663,4.333669814097551
