;IDX0AUDEURCR;IDX0CHFEURCR;IDX0GBPEURCR;IDX0JPYEURCR;IDX0NOKEURCR;IDX0USDEURCR;IDX0BRLEURCR;IDX0MXNEURCR;IDX0IDREURCR;IDX0INREURCR;IDX0PHPEURCR;IDX0CNYUSDCR;IDX0SGDEURCR;JPMIT1T3;JPMIT3T5;JPMIT5T7;JPMES3T5;JPMES5T7;JPMPT3T5;JPMPT5T7;JPMEMU1T3;JPMEMUGBI;JPMDE5T7;JPMDE7T10;JPMUS3T5;JPMUS5T7;JPMUS7T10;JPILUILA;JPEIGLBL;JGENEMUL;JPEG103;JPEG305;JPEE13YR;JPEE35YR;ER01;ER02;HE00;H0A0;IDX0LX10TUUU;IDX0DBCDXHY5;IDX0DBCDIU5T;IDX0ITRXPX5I;EU0009658152;IDX00000SX7T;SWISSMIC;FTPTT100;GDUEEGF;MSCI0GDLETCF;SPTR;IDX0SPTRFINL;NASDAQ100;NIKKEITR;IDX00GOLDBUL;IDX000WTIOIL;IDX00DJUBSCM;IT0000000BOT;JPMCASH3M
23-apr-10;174.4608;94.6823;96.3299;77.7391;135.6401;91.1058;222.1599;166.5046;212.571;144.184;153.9041;107.3052;91.0946;252.73511;308.88112;407.64475;279.62633;347.86699;282.36051;333.03793;207.588;268.04314;263.71875;276.99117;442.73082;503.55728;528.23692;-9999;492.06;206.942;238.06106;304.29535;174.1751;224.12379;178.263;197.326;178.704;732.183;126.06653;139.53341;103.12781;136.33254;4636.59;348.24;10592.8;3659.38;1800.052;93.027;2017.193;321.96;2055.33;14012.09;671.693;84.42;136.0527;298.22;330.18302
26-apr-10;174.3256;94.6868;96.846;77.7582;136.232;91.1187;223.5338;166.9252;212.747;144.3585;154.2952;107.3015;91.3348;252.40009;308.37063;406.8615;278.42775;345.71343;276.23555;326.23995;207.06784;267.20698;263.91827;277.18995;443.05908;504.00482;528.42248;-9999;492.31;206.997;238.05901;304.38382;174.2388;223.92237;178.269;197.367;178.884;733.7;125.86878;139.67689;103.02511;136.37096;4682.56;351.9;10648.79;3678.69;1819.68;94.533;2008.553;316.4;2049.09;14334.75;671.867;84.2;135.7618;298.2;330.21064
27-apr-10;174.9137;94.856;97.1462;79.5717;136.3535;92.5498;223.9392;166.472;216.02;146.4806;156.0317;107.2976;92.3241;251.15294;306.58737;404.49677;277.6445;344.7485;269.31095;318.91616;206.52077;267.07909;264.8252;278.43336;445.33958;508.08915;533.33032;-9999;489.71;206.715;238.05304;303.47029;174.03143;223.4644;178.212;197.466;178.671;734.168;125.28147;137.62985;102.68612;134.93618;4510.56;332.32;10435.52;3582.58;1793.417;93.121;1961.598;305.81;2006.25;14394.92;676.642;82.44;133.3635;298.11;330.21774
28-apr-10;176.2311;94.8285;96.4608;78.6507;135.7868;92.2342;226.1612;166.4476;214.6674;145.3422;154.2403;107.2876;92.0165;250.84142;305.59247;403.01374;277.21245;343.7351;265.52008;310.08633;206.52535;266.51648;264.80584;278.31384;444.02287;505.56214;530.23527;-9999;488.51;206.459;237.93962;302.89154;173.74253;222.28328;178.002;197.361;177.197;732.922;125.13928;138.50989;102.8841;134.56573;4431.31;325.11;10292.96;3575.23;1767.317;91.967;1974.629;309.79;2007.59;14025.35;682.231;83.22;133.8974;297.94;330.21844
29-apr-10;176.5103;94.7881;97.0625;78.558;136.5146;92.136;228.7128;168.1265;215.0377;145.6231;154.6089;107.2618;92.1809;251.56188;307.0167;404.99968;278.53562;346.14726;272.70759;319.69632;207.16391;267.55441;264.73471;278.10071;445.0506;507.16453;532.10949;-9999;489.4;206.889;238.10755;303.51969;173.89017;222.3906;178.078;197.369;177.289;733.638;125.4424;139.21774;103.13247;136.0336;4496.51;333.25;10438.93;3595.22;1782.981;91.173;2000.345;317.53;2042.89;14025.35;680.484;85.17;133.5043;298.07;330.22228
30-apr-10;175.084;94.886;96.3207;78.3547;136.1921;91.7127;226.2048;165.9443;214.2904;145.4809;154.5758;107.2561;91.6974;251.78955;307.78256;406.4873;278.84683;346.90937;275.18168;322.99184;207.37659;268.21819;265.37652;278.97065;446.20657;509.04374;534.79785;-9999;489.71;206.822;238.13112;303.67326;173.929;222.90267;178.155;197.543;177.832;734.077;125.63422;138.28988;102.98806;136.22019;4482.67;332.64;10362.17;3553.91;1794.242;93.191;1967.049;309.68;2000.63;14195.6;687.412;86.15;134.7037;298.06;330.22899
03-mag-10;176.7832;94.8993;96.8857;78.3794;136.4731;92.4074;229.6299;167.8913;215.4879;146.0799;155.1419;107.2395;92.3923;251.80119;307.80287;406.52043;278.86713;346.94069;275.21413;323.03405;207.38798;268.24149;265.40292;278.99505;445.27986;507.49904;533.07898;-9999;490.05;206.793;238.09626;303.69901;173.5038;222.31007;178.147;197.473;177.887;734.053;126.04883;138.94991;103.09312;136.22019;4490.97;332.41;10347.9;3553.91;1774.381;91.818;1992.873;315.38;2031.6;14195.6;688.926;86.19;135.0543;298.13;330.25343
04-mag-10;176.2932;94.9068;97.7651;79.6275;136.4533;93.8797;228.3657;166.7798;219.0949;148.0977;157.5956;107.1973;93.1442;251.15147;307.51622;406.26882;276.5979;343.74335;272.70367;319.97901;207.04656;268.15133;266.33069;280.29677;446.67804;510.03186;536.60886;-9999;487.68;206.096;237.97323;303.19871;173.74044;222.47922;178.267;197.807;177.772;733.316;125.01532;137.59159;102.70576;134.23166;4327.26;311.06;10189.35;3462.92;1743.385;91.432;1945.372;306.82;1968.97;14195.6;680.717;82.74;132.0838;298.07;330.26092
05-mag-10;178.1654;94.8779;98.818;81.3271;136.9962;95.154;227.6297;166.54;220.4595;149.0916;158.4661;107.1848;93.6628;250.06515;305.40236;403.44869;274.70372;341.08186;268.40533;314.9241;206.73657;267.81686;267.73022;282.09236;448.05467;512.18177;538.92419;-9999;484.57;205.498;238.00164;301.466;173.69868;222.20789;178.355;198.059;176.41;729.314;123.92588;135.37237;102.36879;133.27562;4283.12;303.27;10126.64;3429.9;1707.593;88.996;1933.251;305.45;1958.26;14195.6;680.717;79.97;130.181;297.91;330.26722
06-mag-10;176.7338;96.7057;98.5582;85.5277;135.8411;96.624;223.7421;165.7245;221.6045;150.1816;159.6319;107.1629;94.3844;249.01076;302.97252;397.49915;271.96787;336.81285;263.58142;309.46115;206.31435;266.75994;269.59524;283.79392;450.5162;516.51228;544.42827;-9999;478.99;205.325;237.56735;299.01196;173.49398;220.98037;178.347;198.155;174.814;722.99;122.16756;131.25916;101.26714;129.61786;4182.08;288.75;10030.89;3377.94;1670.168;87.733;1870.949;292.92;1893.75;13731.23;685.491;77.11;128.3115;297.96;330.27307
07-mag-10;175.4433;96.1237;97.302;83.6777;134.7822;95.5786;223.4508;165.3962;218.5928;148.0169;157.3281;107.1564;93.838;249.01122;302.29643;397.31761;271.48505;335.88774;260.79073;305.87471;206.09078;265.58148;269.50099;283.69683;450.03495;515.70143;543.23664;-9999;476.85;204.967;237.14716;297.5807;172.23046;219.48345;177.787;197.044;170.961;715.784;121.91368;131.19221;101.69991;127.87618;4014.46;276.34;9745.26;3289.35;1632.366;87.147;1842.32;289.32;1849.44;13306.16;704.914;75.11;128.6608;297.77;330.27357
10-mag-10;177.9782;95.7843;97.3558;81.9413;136.2403;95.3538;231.436;170.6573;221.5195;149.7276;157.6376;107.125;94.6139;252.35476;308.6146;408.01253;280.42098;348.49136;284.34202;340.95182;208.50058;270.15939;267.55606;280.61208;448.66601;512.93083;539.44061;-9999;484.03;206.105;237.4861;300.61973;172.77529;220.85126;178.192;197.512;174.021;720.283;124.50272;135.64021;102.62561;132.8837;4429.87;330.06;10184.75;3459.11;1703.398;89.545;1923.39;305.47;1942.61;13519.41;699.511;76.8;130.2348;297.9;330.30832
11-mag-10;178.2517;96.5977;99.0389;83.3208;136.4651;96.2949;231.2633;171.6415;222.825;149.7719;160.502;107.0636;95.6445;252.26266;308.96343;408.84139;279.80518;347.51693;290.53936;347.97732;208.63178;270.26255;267.75589;280.81062;448.82816;513.15474;539.64053;-9999;485.05;206.386;237.51056;300.90266;172.84749;220.95103;178.192;197.423;173.419;718.24;124.63902;135.31498;102.57996;133.1692;4390.47;321.43;10227.25;3424.95;1689.879;88.526;1917.249;304;1940.48;13365.87;711.097;76.37;130.3043;297.82;330.31798
12-mag-10;178.6394;96.955;98.5384;83.1163;137.6477;96.6614;234.3501;174.3501;224.1414;150.9791;161.0234;107.0769;95.987;252.42902;309.01515;409.48824;280.22376;348.42129;289.6506;347.14038;208.72662;270.69494;267.93166;280.88567;448.49449;512.34273;538.65843;-9999;487.47;206.915;237.67941;302.00191;173.44171;221.3925;178.284;197.687;174.186;721.909;125.27724;136.53938;102.72841;134.43352;4446.99;324.02;10331.03;3457.93;1706.13;88.354;1944.253;307.44;1975.58;13343.96;724.581;75.65;131.2912;298.09;330.33003
13-mag-10;180.3131;97.0398;97.756;84.0876;137.9516;97.278;235.7233;174.5707;225.7482;152.0803;162.9001;107.0494;96.3549;252.71775;309.73832;410.60843;280.81678;348.95257;289.92976;347.66631;208.94845;271.20064;268.32627;281.25127;448.67089;512.60048;538.98789;-9999;488.75;207.162;237.71408;302.44886;173.08954;221.51957;178.356;197.827;174.796;723.47;125.30203;136.04196;102.6342;134.53455;4446.56;319.73;10331.03;3490.22;1719.769;89.921;1920.762;302.31;1945.52;13634.77;716.697;74.4;130.9686;298.16;330.33944
14-mag-10;180.8354;97.0321;98.6317;85.5352;138.5687;98.6549;235.9891;174.86;228.7707;153.8251;165.3662;107.0561;97.409;252.13911;308.73543;409.78796;280.3457;348.93344;288.81029;344.4592;208.78616;271.33092;269.24614;282.63116;450.8677;516.14719;543.67422;-9999;487.12;206.897;237.8657;301.96233;173.44214;221.53776;178.354;197.965;174.354;720.742;124.21103;134.08102;102.25017;132.00016;4238.41;297.85;10101.04;3380.46;1692.067;88.896;1884.666;294.09;1907.1;13432.02;715.882;71.61;127.8429;298.18;330.34509
17-mag-10;178.5895;96.9453;97.926;85.1751;138.8649;98.3688;235.2112;174.2012;227.0867;151.9728;163.3258;107.0253;97.0138;252.1802;309.02363;410.13361;280.51708;348.75968;287.92538;343.21609;208.76437;271.26373;269.16058;282.72842;450.42975;515.39166;542.63508;-9999;486;206.845;237.71048;301.74428;173.47572;221.48484;178.296;197.884;173.712;719.405;124.01262;134.2245;102.21125;130.77779;4240.7;296.8;10102.96;3380.26;1657.065;86.465;1887.113;294.1;1915.45;13140.91;716.057;70.08;125.1029;298.18;330.37455
18-mag-10;178.7769;97.0616;98.4996;86.8589;137.9135;99.9253;236.215;174.9939;231.4669;154.5511;165.7882;107.0147;98.096;252.43293;309.89107;412.08806;280.75613;349.22937;288.8002;345.42693;208.95794;272.05066;269.55162;283.27855;451.88714;517.85158;546.37272;-9999;485.13;206.965;237.74829;301.39526;173.42154;221.72935;178.373;198.101;173.717;719.179;123.20023;132.52182;101.78264;130.82335;4341.87;306.87;10168.93;3409.04;1657.267;87.66;1860.647;285.88;1887.06;13149.74;708.197;69.41;125.7702;298.17;330.38337
19-mag-10;172.2218;95.1625;97.5528;85.8516;134.8503;98.2104;231.4853;170.9143;225.8866;149.3581;161.1347;107.0014;96.2746;252.58861;309.83371;411.49604;280.84305;349.48754;289.398;346.40699;209.02384;272.44532;270.47182;284.59888;451.50158;517.77752;546.96859;-9999;482.54;206.782;237.74441;300.36563;173.36105;221.23255;178.24;198.01;172.106;715.195;122.83426;132.02441;101.97715;128.57974;4218.32;296.55;10018.63;3316.39;1606.711;85.594;1851.282;286.38;1873.42;13078.1;695.68;69.87;124.0658;298.2;330.38898
20-mag-10;165.2254;94.6032;96.4479;87.2848;131.2889;97.6515;223.4232;165.8274;222.6176;147.1106;159.4139;106.99;95.0806;251.88842;309.0598;410.4526;280.62298;348.97051;288.79771;343.77256;208.94543;273.03047;271.80438;286.48881;452.81724;520.41132;550.66883;-9999;478.88;206.682;237.40363;298.7388;173.25692;220.39893;178.155;197.986;171.149;708.294;121.18403;129.28865;101.4547;127.16642;4144.34;290.83;9842.59;3261.77;1557.144;84.786;1779.301;272.88;1800.12;12877.14;693.06;68.01;123.0061;298.18;330.39824
21-mag-10;167.1873;94.0436;96.4363;86.3853;131.9183;96.9906;225.6014;167.2189;220.782;145.808;156.6254;106.9802;94.5784;251.92435;309.19917;410.37705;280.39508;348.78745;288.07507;343.7348;208.86956;273.21748;271.72019;286.83301;453.19634;521.63981;552.87797;-9999;478.71;206.861;237.37053;297.75281;173.1686;219.71609;177.847;197.497;168.973;706.318;121.37635;129.39387;101.74345;128.09114;4152.12;296.69;9754.84;3255.21;1564.643;84.799;1806.049;282.77;1822.77;12561.61;685.782;68.04;123.3455;298.18;330.40727
24-mag-10;168.693;94.7462;97.772;87.4988;132.8748;98.5582;227.2393;168.9321;224.6889;148.0268;158.9783;106.958;95.9091;251.9287;309.13739;410.56585;280.38244;348.87419;288.21045;343.95725;208.86795;273.40901;271.93354;287.0668;452.72584;521.02788;551.76101;-9999;479.96;207.212;237.3446;298.29325;172.92127;220.02581;177.846;197.494;169.217;707.374;121.62456;129.193;101.51797;128.03456;4133.92;294.52;9754.84;3259.51;1573.891;86.193;1782.766;274.63;1815.28;12528.05;696.204;65.96;124.1039;298.15;330.43878
25-mag-10;169.342;95.1481;97.8628;87.7499;131.9804;98.7653;230.917;169.1116;222.5959;146.1221;157.4152;106.9112;95.7909;251.29106;307.72893;408.09192;279.12533;347.21963;288.6465;344.51921;208.7417;273.74325;273.13646;288.70239;453.0887;522.65143;554.49939;-9999;476.17;206.976;237.01503;296.64553;172.4969;219.07152;177.676;197.356;167.493;700.629;120.8672;128.86776;101.42743;126.37592;4021.19;281.57;9574.03;3176.61;1510.474;82.373;1783.398;276.92;1815.68;12144.82;698.533;67.25;122.3947;298.08;330.44506
26-mag-10;170.3992;96.1686;99.0687;89.266;133.4963;100.1274;230.8508;170.5755;227.1237;149.3719;161.0439;106.9469;97.2566;250.85623;306.41052;405.96434;277.57515;345.02267;287.76968;341.19248;208.53763;272.66322;272.1912;287.31244;451.74638;520.61356;552.24287;-9999;478.99;207.388;237.17863;298.27679;172.85556;219.36559;177.622;197.044;167.954;703.8;122.23309;129.23126;101.38477;127.60434;4088.8;284.64;9693.46;3240;1559.668;84.476;1773.647;275.17;1796.47;12225.41;707.557;71.51;124.3379;298.03;330.458
27-mag-10;174.0069;95.5096;98.9023;86.8376;134.3929;98.6285;234.5386;171.9912;225.0318;147.1531;159.4695;106.9074;96.4846;250.53655;305.51376;404.31374;276.83077;343.28505;287.37601;341.41504;208.3838;271.92866;271.31581;286.34958;450.27798;517.58737;547.79215;-9999;481.69;207.689;237.35457;298.94294;173.06309;220.00423;177.586;196.88;169.22;705.995;122.87267;132.00528;101.95689;129.56515;4239.39;294.97;9909.79;3341.02;1597.477;86.187;1832.607;287.47;1862.71;12376.16;707.033;74.55;126.6528;298.01;330.46777
28-mag-10;174.4608;95.5288;98.7782;87.4494;134.4714;99.3351;236.0647;171.3166;228.1251;151.2903;161.8434;106.8984;96.7064;250.95227;305.84028;404.33058;277.24661;343.80438;287.56844;341.6362;208.53398;272.22115;271.46183;286.67343;451.9161;519.4567;549.64574;-9999;481.98;207.856;237.46729;299.08203;173.06488;220.06569;177.526;196.807;170.086;707.904;122.72975;131.76614;101.91163;129.63477;4232.71;294.81;9936.11;3336.69;1620.27;88.117;1809.979;281.3;1852.39;12534.46;707.382;73.97;125.3626;298.09;330.47778
31-mag-10;173.7085;95.6165;99.06;87.0202;134.651;99.0764;235.0369;171.24;228.4532;150.8804;161.0045;106.9527;97.0265;250.96584;305.86302;404.36558;277.26891;343.83764;287.59325;341.67138;208.54617;272.24467;271.49229;286.70623;451.9161;519.4567;549.64574;-9999;-9999;208.012;-9999;-9999;-9999;-9999;177.629;196.991;170.127;708.233;122.72975;131.76614;101.91163;129.63477;4226.54;293.63;9921.46;3336.69;1637.2;88.456;1809.979;-9999;-9999;12541.8;-9999;-9999;125.3626;298.09;330.50771
01-giu-10;171.7715;96.059;100.4589;87.8752;134.8181;99.6998;233.1478;171.813;228.0802;149.3106;160.6421;106.9072;96.704;250.86284;305.56956;403.85381;275.41194;341.03292;287.39324;340.74643;208.46977;271.90631;271.79722;287.06617;452.04952;519.54279;549.9773;-9999;481.63;208.027;237.40732;299.13698;173.23685;220.41649;177.566;196.944;169.912;706.946;122.86636;130.55131;101.64076;128.89131;4220.99;288.68;9927.74;3320.52;1603.2;86.515;1778.99;275.45;1835.04;12468.79;714.31;72.58;123.9624;298.1;330.5145
02-giu-10;173.7892;96.066;100.302;86.6067;135.2034;99.5363;236.7111;174.1004;227.759;149.6366;160.1354;106.9181;97.2061;250.50423;304.23536;401.27973;273.88681;338.68465;286.18017;338.81678;208.26805;271.11958;271.81966;287.27332;451.47043;518.30074;548.53976;-9999;482.9;208.399;237.46628;299.47363;173.1704;220.39548;177.561;196.952;169.822;706.089;123.003;131.77571;101.88092;128.88421;4213.55;286.22;10009.81;3322.31;1605.752;86.094;1825.253;283.85;1879.59;12329.37;711.807;72.86;123.9527;298.12;330.52379
03-giu-10;175.6223;96.6175;100.7583;86.6793;136.2462;100.2477;238.4815;175.5176;230.8643;151.6699;162.7021;106.94;97.6156;250.42297;303.61383;399.57614;273.27018;337.00921;285.04796;335.66375;208.2002;270.10787;271.66725;286.70448;451.12968;517.56192;547.03257;-9999;484.1;208.376;237.60967;299.81227;173.1704;220.39548;177.574;196.907;170.041;708.457;123.19559;132.1392;101.93183;129.6273;4265.66;287.24;10088.4;3360.91;1634.376;87.727;1832.725;282.36;1895.66;12728.59;704.471;74.61;124.6438;298.15;330.53108
04-giu-10;173.9769;97.6586;101.285;88.8498;135.7078;101.8722;236.215;175.9248;234.7381;153.659;165.4713;106.9296;98.7134;250.48441;303.93524;400.01998;273.38027;337.02152;284.73729;335.28558;208.15969;270.36849;273.15485;288.68059;454.16146;522.97162;554.47098;-9999;481.78;208.085;237.54227;298.25363;171.52388;216.54851;177.691;197.264;169.765;707.547;122.32522;130.00607;101.46063;128.23392;4135.18;271.53;9900.04;3305.98;1614.713;87.753;1769.716;271.17;1832.04;12711.9;708.954;71.51;122.0239;298.18;330.54126
07-giu-10;171.9045;97.9916;101.7524;89.7111;133.9314;102.2561;235.3678;176.4261;233.6186;153.4477;164.2238;106.8721;98.8269;250.26534;302.92927;397.93794;271.86839;334.88652;283.8628;334.83151;208.02702;269.53707;273.36779;289.2115;454.33224;523.40776;555.09233;-9999;480.98;208.367;237.50821;297.6752;171.42501;216.97326;177.744;197.373;168.528;707.089;122.29405;129.11647;101.28311;126.72192;4096.94;267.99;9887.57;3269.26;1572.609;85.9;1745.872;265.66;1798.16;12223.53;722.403;71.44;122.3014;298.15;330.56599
08-giu-10;174.8909;98.4611;101.3352;89.2472;134.4731;101.8284;237.6894;176.8256;233.0738;153.3182;164.1391;106.9148;98.6571;250.28548;303.24977;398.97103;271.28632;334.65852;283.13663;335.16398;208.04744;269.69275;274.07024;290.16694;454.44712;523.91819;555.85067;-9999;479.72;208.464;237.3666;297.60019;171.67055;217.04332;177.79;197.521;167.921;704.88;121.36735;129.30778;101.30356;126.45101;4065.96;264.71;9817.13;3242.87;1575.215;86.129;1765.289;271.08;1795.7;12245.54;725.198;71.99;122.8249;298.12;330.57411
09-giu-10;174.853;98.7697;101.6977;89.3575;134.9266;101.7768;238.1887;177.0075;233.0846;153.0107;164.371;106.9394;98.5166;251.10424;305.14897;401.51169;271.92571;335.47404;283.93557;336.29081;208.28463;270.29258;273.39621;289.08554;454.19005;523.33198;555.27109;-9999;481.6;208.576;237.5981;298.66862;171.73451;217.60382;177.641;197.233;167.37;704.593;122.06391;128.81037;101.19494;127.18021;4142.11;272.62;9931.8;3280.43;1582.631;86.503;1754.908;268.47;1778.92;12118.68;716.057;74.36;123.6378;298.14;330.58222
10-giu-10;177.4652;98.1507;101.775;88.2487;136.3181;100.5589;241.3684;177.3078;230.5997;151.3752;162.0473;106.8973;98.2749;251.98646;307.5649;405.46629;273.79658;338.1095;284.55961;337.16007;208.51175;271.08742;272.6956;288.09975;452.20793;519.54728;550.07813;-9999;483.13;208.793;237.65889;299.17968;172.1476;218.11752;177.543;196.966;167.258;703.552;122.53663;130.20695;101.48167;127.58855;4226.44;282.41;10022.13;3310.52;1603.636;86.532;1806.694;277.44;1830.09;12251.59;711.574;75.48;124.1814;298.26;330.59091
11-giu-10;177.6909;97.6136;100.7411;88.0266;136.9622;100.6578;240.8611;178.023;231.962;151.9523;162.395;106.8569;98.4418;252.0251;307.27977;405.41864;274.30727;338.77174;285.52871;338.16303;208.68382;271.90938;273.51588;289.25096;453.90025;522.71102;554.56158;-9999;483.99;208.764;237.67467;299.55393;172.34304;218.48447;177.667;197.3;167.682;704.007;122.56142;130.48435;101.53018;127.99949;4274.35;294.45;10100.85;3330.63;1621.748;87.811;1815.26;278.48;1847.15;12460.35;716.232;73.78;125.0619;298.37;330.60287
14-giu-10;177.8539;97.36;101.1469;87.3162;136.2867;99.7594;238.7409;175.9884;230.7226;151.7676;161.6646;106.8449;97.8705;251.94351;306.59417;403.67703;272.46161;334.97144;284.55697;336.91009;208.44019;270.36354;272.71785;287.82961;453.3065;521.1616;552.36237;-9999;485.05;208.849;237.7042;300.09708;172.37323;218.87604;177.657;197.208;168.368;705.72;123.25839;131.48874;101.68184;129.14404;4352.72;301.21;10172.18;3355.43;1645.01;88.915;1812.022;276.64;1845.48;12684.51;712.913;75.12;127.1607;298.39;330.63272
15-giu-10;177.6921;97.2569;100.68;86.6494;136.4621;98.8687;239.8192;176.0184;228.5669;150.1936;160.4905;106.8407;97.4362;252.37686;307.66238;405.05679;271.72997;333.68048;283.80694;334.60411;208.24992;269.78402;272.41856;287.34262;452.84198;520.15167;551.13852;-9999;486.26;208.822;237.74038;300.49836;172.3789;218.59796;177.606;197.143;168.578;708.229;123.45125;133.40186;101.83831;129.93314;4405.99;308.72;10191.99;3365.55;1658.442;89.046;1854.611;283.73;1897.48;12694.83;718.677;76.94;128.7876;298.42;330.64146
16-giu-10;177.7156;97.5854;100.3482;86.8149;136.1258;99.0366;240.3367;175.9978;229.6342;150.5104;161.4838;106.8368;97.4125;252.29148;307.5421;404.5946;270.33293;330.28059;282.49015;331.01999;208.17232;269.28219;272.53636;287.43064;453.23938;520.87833;552.28247;-9999;487.56;208.881;238.04819;301.11835;172.47722;218.91376;177.637;197.292;169.239;711.049;123.47604;134.28189;101.92358;130.07815;4409.93;307.7;10200.39;3379.22;1668.493;89.046;1853.624;283.82;1905.31;12924.98;716.406;77.67;128.7771;298.46;330.64911
17-giu-10;177.586;98.6259;100.3461;86.6746;136.0745;98.4123;239.8572;175.0838;228.0402;150.372;160.4049;106.8967;96.854;252.56295;308.31786;406.3861;270.46485;331.6891;281.54479;330.15802;208.17453;269.64792;272.4974;287.499;454.5099;523.32265;555.95864;-9999;489.31;208.933;238.24641;302.00644;172.70785;219.31562;177.584;197.231;169.739;715.083;123.94921;134.81757;102.11475;130.87794;4425.17;309.75;10177.09;3389.53;1675.488;89.695;1856.246;283.41;1910.65;12838;727.003;76.79;128.8184;298.52;330.65733
18-giu-10;178.3041;98.9529;100.3475;86.9764;136.0506;98.4194;241.0549;175.6738;229.4883;150.8629;161.4366;106.9333;97.3646;252.72901;308.75242;407.13975;273.05177;335.34984;281.6319;328.9677;208.21458;269.74149;271.28602;286.03816;454.08576;522.41739;554.66684;-9999;491;208.997;238.21965;302.53248;172.82139;219.27393;177.471;196.965;170.335;716.799;124.59066;135.09497;102.30768;132.0226;4439.6;319.67;10132.79;3383.19;1686.593;90.199;1858.703;284.93;1913.48;12832.85;732.592;77.18;128.4524;298.54;330.66733
